Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
SHELL CANADA PRODUCTS,Shell Sarnia Manufacturing Centre,"150 ST. CLAIR PKY, ST. CLAIR, ON N0N 1J0",ST. CLAIR,Petroleum Refining,Sarnia,SULPHUR DIOXIDE,Legislation Non-Compliance,07/30/2022,08/01/2022,225,kg,24hr rolling sum,46,436,47932,Action Plan Submitted,Director's Order Issued, Based on Air Dispersion Modeling  
SUNCOR ENERGY INC.,Suncor Refinery (1900 River Rd),"1900 RIVER RD, SARNIA, ON N7T 7J3",SARNIA,Petroleum Refining,Sarnia,SULPHUR DIOXIDE,Legislation Non-Compliance,11/09/2022,11/10/2022,275, µg/m³,24hr avg,1,422.29,422.29,Conducting Study,Director's Order Issued, Based on Air Dispersion Modeling  
SUNCOR ENERGY INC.,Suncor Refinery (1900 River Rd),"1900 RIVER RD, SARNIA, ON N7T 7J3",SARNIA,Petroleum Refining,Sarnia,SULPHUR DIOXIDE,Legislation Non-Compliance,11/09/2022,11/10/2022,225,kg,24hr rolling sum,39,1875,155833,Conducting Study,Director's Order Issued, Based on Air Dispersion Modeling  
Terra International (Canada) Inc.,Terra International (Canada) Inc.,161 Bickford Line,St. Clair,Inorganic Chemicals,Sarnia,AMMONIA,Legislation Non-Compliance,07/04/2022,07/04/2022,100,µg/m³,24hr,1,404.2,404.2,Other,Assessment Complete - Incident Resolved, Based on Air Dispersion Modeling  
"Dragados Canada, Inc., Fluor Canada Ltd., Aecon Infrastructure Management Inc., operating as BNA Constructors Canada GP
BridgePort Windsor Marine Terminal Inc.",35 Prospect Avenue,35 Prospect Ave,Windsor,Miscellaneous Industrial,Windsor,SUSPENDED PARTICULATE MATTER,Approval / Permit Non-Compliance,06/17/2022,06/17/2022,50,µg/m³,24hr,1,50,196,Other,Assessment Underway,
Zalev Brothers Co.,Zalev Brothers Co.,100 Grand Marais Rd E,Windsor,Iron and Steel,Windsor,IRON OXIDE,Legislation Non-Compliance,07/22/2022,09/26/2022,25,µg/m³,24hr,3,40.76,63.06,Operational Process Modification,Assessment Complete - Incident Resolved,
Zalev Brothers Co.,Zalev Brothers Co.,100 Grand Marais Rd E,Windsor,Iron and Steel,Windsor,MANGANESE,Legislation Non-Compliance,07/22/2022,07/22/2022,0.4,µg/m³,24hr,1,0.457,0.457,Operational Process Modification,Assessment Complete - Incident Resolved,
Zalev Brothers Co.,Zalev Brothers Co.,100 Grand Marais Rd E,Windsor,Iron and Steel,Windsor,IRON OXIDE,Legislation Non-Compliance,10/02/2022,12/01/2022,25,µg/m³,24hr,3,34.18,88.52,Other,Assessment Complete - Incident Resolved,
Zalev Brothers Co.,Zalev Brothers Co.,100 Grand Marais Rd E,Windsor,Iron and Steel,Windsor,MANGANESE,Legislation Non-Compliance,10/02/2022,12/01/2022,0.4,µg/m³,24hr,2,0.467,0.51,Other,Assessment Complete - Incident Resolved,
Zalev Brothers Co.,Zalev Brothers Co.,100 Grand Marais Rd E,Windsor,Iron and Steel,Windsor,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,10/02/2022,12/01/2022,120,µg/m³,24hr,2,121,167,Other,Assessment Complete - Incident Resolved,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,01/01/2022,01/31/2022,20, %,6 min avg,31,21,63,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,02/01/2022,02/28/2022,20, %,6 min avg,28,21,47,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,03/01/2022,03/31/2022,20, %,6 min avg,31,21,57,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/01/2022,04/30/2022,20, %,6 min avg,30,21,62,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/01/2022,05/31/2022,20, %,6 min avg,31,21,62,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/01/2022,06/30/2022,20, %,6 min avg,30,21,56,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/01/2022,07/31/2022,20, %,6 min avg,24,21,61,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,08/01/2022,08/31/2022,20, %,6 min avg,31,21,59,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,09/01/2022,09/30/2022,20, %,6 min avg,30,21,68,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Modified Sampling Program Underway; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,10/01/2022,10/31/2022,20, %,6 min avg,31,21,51,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Modified Sampling Program Underway; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,11/01/2022,11/30/2022,20, %,6 min avg,28,21,56,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Modified Sampling Program Underway; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
"ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc., operating as ArcelorMittal Dofasco G.P.",Arcelor Mittal Dofasco Inc.,1495 Burlington St E Dofasco Bayfront Plant Gate 10 Lot 2 Concession Broken Front,Hamilton,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,12/01/2022,12/31/2022,20, %,6 min avg,31,21,54,Action Plan Submitted - Implementing Improvements; Equipment Modified - Repaired - Replaced or Re-calibrated; New Equipment or Treatment Process Installed; New/Modified Sampling Program Underway; Operational Process Modification; Other; Technical Standard requested by the sector,Director's Order Issued; Other Abatement Action Taken; Technical Standard under development,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,01/01/2022,01/31/2022,20, %,6 min avg,3,20.43,68.23,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,02/01/2022,02/28/2022,20, %,6 min avg,3,20.95,85.37,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,03/01/2022,03/31/2022,20, %,6 min avg,5,22.21,90.75,None Required,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,04/01/2022,04/30/2022,20, %,6 min avg,5,25.84,98.25,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,05/01/2022,05/31/2022,20, %,6 min avg,5,20.3,90.11,None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,08/06/2022,08/29/2022,20, %,6 min avg,5,20.38,83.63,None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,09/05/2022,09/16/2022,20, %,6 min avg,2,23.46,86.43,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,11/11/2022,11/20/2022,20, %,6 min avg,3,20.46,56.27,Equipment Modified - Repaired - Replaced or Re-calibrated; None Required,Assessment Complete - No Action Required,
Carmeuse Lime (Canada) Limited,Carmeuse Lime Canada Ltd Dundas Operation,600 Highway 5 W,Hamilton,Industrial Minerals,Hamilton,OPACITY,Legislation Non-Compliance,12/23/2022,12/24/2022,20, %,6 min avg,2,20.61,100,None Required,Assessment Complete - No Action Required,
IMPERIAL OIL LIMITED,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refining,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,08/29/2022,08/31/2022,225,kg,24hr rolling sum,45,226,59544,Equipment Modified - Repaired - Replaced or Re-calibrated,Environmental Penalty Order Issued, Based on Air Dispersion Modeling  
IMPERIAL OIL LIMITED,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refining,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,10/01/2022,10/02/2022,225,kg,24hr rolling sum,27,226,6435,Equipment Modified - Repaired - Replaced or Re-calibrated,Environmental Penalty Order Issued, Based on Air Dispersion Modeling  
IMPERIAL OIL LIMITED,Imperial Oil - Nanticoke Refinery,225 Concession 2 Rd Lots 9 10 and 11 Concessions 1 2 and 3 Walpole,Haldimand,Petroleum Refining,Hamilton,SULPHUR DIOXIDE,Legislation Non-Compliance,10/03/2022,10/04/2022,225,kg,24hr rolling sum,36,226,20093,Equipment Modified - Repaired - Replaced or Re-calibrated,Environmental Penalty Order Issued, Based on Air Dispersion Modeling  
Rain Carbon Canada Inc.,725 Strathearne Avenue North,725 Strathearne Ave N,Hamilton,Miscellaneous Industrial,Hamilton,BENZENE,Legislation Non-Compliance; Upper Risk Threshold,01/01/2022,12/31/2022,12.7,µg/m³,annual avg,1,14.4,14.4,Action Plan Submitted - Implementing Improvements; Other,Other Action Taken, Based on Air Dispersion Modeling  
Rain Carbon Canada Inc.,725 Strathearne Avenue North,725 Strathearne Ave N,Hamilton,Miscellaneous Industrial,Hamilton,BENZO[A]PYRENE,Legislation Non-Compliance; Upper Risk Threshold,01/01/2022,12/31/2022,0.0008,µg/m³,annual avg,1,0.000811,0.000811,Action Plan Submitted - Implementing Improvements; Other,Other Action Taken, Based on Air Dispersion Modeling  
Rain Carbon Canada Inc.,725 Strathearne Avenue North,725 Strathearne Ave N,Hamilton,Miscellaneous Industrial,Hamilton,BENZENE,Legislation Non-Compliance; Upper Risk Threshold,11/25/2022,11/25/2022,100,µg/m³,24hr,1,111,111,Action Plan Submitted - Implementing Improvements; Other,Director's Order Issued; Other Abatement Action Taken; Voluntary Abatement Program Underway,
Rain Carbon Canada Inc.,725 Strathearne Avenue North,725 Strathearne Ave N,Hamilton,Miscellaneous Industrial,Hamilton,BENZENE,Legislation Non-Compliance; Upper Risk Threshold,12/07/2022,12/07/2022,100,µg/m³,24hr,1,182,182,Action Plan Submitted - Implementing Improvements; Other,Director's Order Issued; Other Abatement Action Taken; Voluntary Abatement Program Underway,
Rain Carbon Canada Inc.,725 Strathearne Avenue North,725 Strathearne Ave N,Hamilton,Miscellaneous Industrial,Hamilton,BENZO[A]PYRENE,Legislation Non-Compliance; Upper Risk Threshold,12/07/2022,12/19/2022,0.005,µg/m³,24hr,2,0.00591,0.0153,Action Plan Submitted - Implementing Improvements; Other,Director's Order Issued; Other Abatement Action Taken; Voluntary Abatement Program Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,01/01/2022,01/01/2022,20,%,6 min avg,1,26,26,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,01/02/2022,01/03/2022,20, %,6 min avg,2,21,34,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,01/04/2022,01/04/2022,20,%,6 min avg,1,24,24,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,01/05/2022,01/05/2022,20,%,6 min avg,1,22,22,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,02/28/2022,02/28/2022,20,%,6 min avg,1,21,21,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,03/08/2022,03/11/2022,20,%,6 min avg,1,40,40,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,03/10/2022,03/10/2022,20,%,6 min avg,1,45,45,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,03/29/2022,03/29/2022,20,%,6 min avg,1,65,65,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/01/2022,04/02/2022,20, %,6 min avg,2,27,47,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/07/2022,04/07/2022,20,%,6 min avg,1,30,30,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/09/2022,04/09/2022,20,%,6 min avg,1,40,40,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/16/2022,04/16/2022,20,%,6 min avg,1,31,31,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/17/2022,04/17/2022,20,%,6 min avg,1,35,35,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/22/2022,04/22/2022,20,%,6 min avg,1,37,37,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,04/29/2022,04/30/2022,20, %,6 min avg,2,35,59,Resolved w/o Actions Required,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/01/2022,05/02/2022,20, %,6 min avg,2,40,41,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/09/2022,05/14/2022,20, %,6 min avg,4,21,40,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/11/2022,05/11/2022,20,%,6 min avg,1,40,40,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/14/2022,05/14/2022,20,%,6 min avg,1,32,32,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/14/2022,05/20/2022,20, %,6 min avg,2,21,63,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/16/2022,05/16/2022,20,%,6 min avg,1,63,63,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/17/2022,05/18/2022,20, %,6 min avg,2,21,74,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/21/2022,05/25/2022,20, %,6 min avg,5,21,83,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/26/2022,05/27/2022,20, %,6 min avg,2,22,29,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,05/29/2022,05/30/2022,20, %,6 min avg,2,21,39,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/01/2022,06/02/2022,20, %,6 min avg,2,21,28,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/03/2022,06/04/2022,20, %,6 min avg,2,21,38,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/05/2022,06/09/2022,20, %,6 min avg,5,21,76,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/10/2022,06/10/2022,20,%,6 min avg,1,22,22,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/11/2022,06/13/2022,20, %,6 min avg,3,21,26,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/15/2022,06/15/2022,20,%,6 min avg,1,25,25,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/16/2022,06/16/2022,20,%,6 min avg,1,64,64,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/17/2022,06/17/2022,20,%,6 min avg,1,23,23,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/18/2022,06/18/2022,20,%,6 min avg,1,27,27,Operational Process Modified,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/20/2022,06/24/2022,20, %,6 min avg,5,21,75,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/24/2022,06/26/2022,20, %,6 min avg,3,21,75,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/27/2022,06/28/2022,20, %,6 min avg,2,21,39,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,06/29/2022,06/30/2022,20, %,6 min avg,2,21,46,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/01/2022,07/01/2022,20,%,6 min avg,1,23,23,Equipment Modified/Repaired,Event Resolved,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8L 8K5",HAMILTON,Iron and Steel,Hamilton,OPACITY,Legislation Non-Compliance,07/02/2022,07/02/2022,20,%,6 min avg,1,25,25,Equipment Modified/Repaired,Event Resolved,
