Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
THUNDER BAY PULP AND PAPER INC.,Resolute Thunder Bay Sawmill,"156 DARREL AVE, THUNDER BAY, ON P7J 1L7",THUNDER BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,07/09/2023,07/09/2023,20,%,6 min avg,1,29,29,None Required,Assessment Complete - No action required,
THUNDER BAY PULP AND PAPER INC.,Resolute Thunder Bay Sawmill,"156 DARREL AVE, THUNDER BAY, ON P7J 1L7",THUNDER BAY,pulp and paper,Thunder Bay District Office,OPACITY,Legislation Non-Compliance,11/24/2023,11/24/2023,20,%,6 min avg,1,51.43,51.43,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (Clarington),"410 BOWMANVILLE AVE, BOWMANVILLE, CLARINGTON, ON L1C 7B5",CLARINGTON,Industrial Minerals,York Durham District Office,NITROGEN OXIDES,Legislation Non-Compliance,02/16/2023,12/31/2023,400,µg/m³,/hr,1,677.1,677.1,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (Clarington),"410 BOWMANVILLE AVE, BOWMANVILLE, CLARINGTON, ON L1C 7B5",CLARINGTON,Industrial Minerals,York Durham District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,08/07/2023,12/31/2023,690,µg/m³,/hr,1,1165,1165,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (Clarington),"410 BOWMANVILLE AVE, BOWMANVILLE, CLARINGTON, ON L1C 7B5",CLARINGTON,Industrial Minerals,York Durham District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,08/07/2023,12/31/2023,100,µg/m³,/hr,1,1165,1165,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Approval/Permit Non-Compliance,01/17/2023,01/17/2023,20,%,6 min avg,1,24.2,24.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,01/20/2023,01/20/2023,20,%,6 min avg,2,23.5,24.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,01/20/2023,01/20/2023,20,%,6 min avg,1,25.2,25.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,01/23/2023,01/23/2023,20,%,6 min avg,1,21.35,21.35,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,01/31/2023,01/31/2023,20,%,6 min avg,2,31.3,34.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/08/2023,02/08/2023,20,%,6 min avg,1,28.3,28.3,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/09/2023,02/09/2023,20,%,6 min avg,7,22.3,56,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/11/2023,02/11/2023,20,%,6 min avg,1,25.89,25.89,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/15/2023,02/15/2023,20,%,6 min avg,2,36.1,48.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/17/2023,02/17/2023,20,%,6 min avg,3,32.4,49.6,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/21/2023,02/21/2023,20,%,6 min avg,1,29.7,29.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/02/2023,02/02/2023,20,%,6 min avg,1,29.4,29.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/04/2023,02/04/2023,20,%,6 min avg,2,28.15,34.05,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
"CBM AGGREGATES, A DIVISION OF  ST. MARYS CEMENT INC., CANADA",St. Marys Cement (St. Marys),"585 WATER ST S, ST. MARYS, ON N0M 2G0",ST. MARYS,Industrial Minerals,London District Office,OPACITY,Legislation Non-Compliance,02/06/2023,02/06/2023,20,%,6 min avg,1,31.2,31.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,01/01/2023,01/31/2023,20,%,6 min avg,31,21,72,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,02/01/2023,02/28/2023,20,%,6 min avg,27,21,81,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,03/01/2023,03/31/2023,20,%,6 min avg,31,21,99,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,04/01/2023,04/30/2023,20,%,6 min avg,30,21,88,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,05/01/2023,05/31/2023,20,%,6 min avg,24,21,100,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,06/01/2023,06/30/2023,20,%,6 min avg,24,21,69,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,08/01/2023,08/31/2023,20,%,6 min avg,19,21,70,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,09/01/2023,09/30/2023,20,%,6 min avg,26,21,85,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,10/01/2023,10/31/2023,20,%,6 min avg,18,21,47,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,11/01/2023,11/30/2023,20,%,6 min avg,14,21,53,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,12/01/2023,12/31/2023,20,%,6 min avg,29,21,49,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Hamilton Works,"386 WILCOX ST, HAMILTON, ON L8N 3T1",HAMILTON,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,07/01/2023,07/31/2023,20,%,6 min avg,25,21,85,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,01/01/2023,01/31/2023,20,%,6 min avg,13,21,48,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,02/01/2023,02/28/2023,20,%,6 min avg,4,21,41,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,03/01/2023,03/31/2023,20,%,6 min avg,4,21,97,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,04/01/2023,04/30/2023,20,%,6 min avg,3,21,39,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,05/01/2023,05/31/2023,20,%,6 min avg,9,21,64,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,06/01/2023,06/30/2023,20,%,6 min avg,1,23,79,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,07/01/2023,07/31/2023,20,%,6 min avg,1,23,29,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,08/01/2023,08/31/2023,20,%,6 min avg,1,23,23,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,09/01/2023,09/30/2023,20,%,6 min avg,3,21,90,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,10/01/2023,10/31/2023,20,%,6 min avg,5,21,41,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,11/01/2023,11/30/2023,20,%,6 min avg,19,21,50,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,OPACITY,Legislation Non-Compliance,12/01/2023,12/31/2023,20,%,6 min avg,12,21,93,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,12/01/2023,12/31/2023,120,µg/m³,24 hr avg,1,263,263,Other,Other Action Taken, Based on Air Dispersion Modeling  
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/01/2023,12/31/2023,100,µg/m³,1 hr avg,1,915,915,Other,Other Action Taken, Based on Air Dispersion Modeling  
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,TOTAL REDUCED SULPHUR,Legislation Non-Compliance,12/01/2023,12/31/2023,7,µg/m³,24 hr avg,1,10.3,10.3,Other,Other Action Taken, Based on Air Dispersion Modeling  
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,12/01/2023,12/31/2023,10,µg/m³,annual avg,1,16.3,16.3,Other,Other Action Taken, Based on Air Dispersion Modeling  
STELCO INC.,Stelco Lake Erie Works,"2330 REGIONAL RD 3, HALDIMAND COUNTY, ON N0A 1L0",HALDIMAND COUNTY,Iron and Steel,Hamilton District Office,TOTAL REDUCED SULPHUR,Legislation Non-Compliance,12/01/2023,12/31/2023,13,µg/m³,10 min avg,1,175,175,Other,Other Action Taken, Based on Air Dispersion Modeling  
"STERICYCLE, ULC","Stericycle, ULC 95 Deerhurst Dr","95 DEERHURST DR, BRAMPTON, ON L6T 5R7",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,03/07/2023,03/31/2023,9,mg/m³,rolling avg,4,9.5,25.6,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
"STERICYCLE, ULC","Stericycle, ULC 95 Deerhurst Dr","95 DEERHURST DR, BRAMPTON, ON L6T 5R7",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,04/01/2023,06/30/2023,9,mg/m³,rolling avg,2,10.4,23.1,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
"STERICYCLE, ULC","Stericycle, ULC 95 Deerhurst Dr","95 DEERHURST DR, BRAMPTON, ON L6T 5R7",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,NITROGEN OXIDES,Approval/Permit Non-Compliance,04/01/2023,06/30/2023,187,mg/m³,24 hr rolling avg,1,191.2,191.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
"STERICYCLE, ULC","Stericycle, ULC 95 Deerhurst Dr","95 DEERHURST DR, BRAMPTON, ON L6T 5R7",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,07/01/2023,09/30/2023,9,mg/m³,rolling avg,3,11.3,20.1,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
"STERICYCLE, ULC","Stericycle, ULC 95 Deerhurst Dr","95 DEERHURST DR, BRAMPTON, ON L6T 5R7",BRAMPTON,Miscellaneous Industrial,Halton-Peel District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,10/01/2023,12/31/2023,9,mg/m³,rolling avg,1,32.4,32.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
TERRAPURE BR LIMITED,Terrapure BR Limited,"1333 TONOLLI RD, MISSISSAUGA, ON L4Y 4C2",MISSISSAUGA,Miscellaneous Industrial,Halton-Peel District Office,SULPHUR DIOXIDE,Upper Risk Threshold,01/01/2023,12/31/2023,100,µg/m³,/annum,1,1055,1055,Action Plan Submitted - Implementing Improvements ,Assessment Underway, Based on Air Dispersion Modeling  
THUNDER BAY PULP AND PAPER INC.,Thunder Bay Pulp and Paper Inc.,"2001 NEEBING AVE, THUNDER BAY, ON P7E 6S3",THUNDER BAY,pulp and paper,Thunder Bay District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,01/01/2023,01/10/2023,400,ppm,rolling avg,1,426,426,Conducting Study,Assessment Underway,
THUNDER BAY PULP AND PAPER INC.,Thunder Bay Pulp and Paper Inc.,"2001 NEEBING AVE, THUNDER BAY, ON P7E 6S3",THUNDER BAY,pulp and paper,Thunder Bay District Office,OPACITY,Legislation Non-Compliance,08/07/2023,08/07/2023,20,%,6 min avg,1,62.01,62.01,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
THUNDER BAY PULP AND PAPER INC.,Thunder Bay Pulp and Paper Inc.,"2001 NEEBING AVE, THUNDER BAY, ON P7E 6S3",THUNDER BAY,pulp and paper,Thunder Bay District Office,OPACITY,Legislation Non-Compliance,08/08/2023,08/08/2023,20,%,6 min avg,1,53.2,53.2,Ceased Operations,Assessment Complete - Incident Resolved,
WASTE MANAGEMENT OF CANADA,Twin Creeks Environmental Centre,"5768 NAUVOO RD, WARWICK, ON N0M 2S0",WARWICK,Miscellaneous Industrial,Sarnia District Office,TOTAL REDUCED SULPHUR,Approval/Permit Non-Compliance,08/22/2023,08/22/2023,7,µg/m³,24 hr,3,8,11,Operational Process Modified,Voluntary Compliance Underway,
VALE CANADA LIMITED,Vale - 337 Power St,"337 POWER ST, COPPER CLIFF, GREATER SUDBURY, ON ",GREATER SUDBURY,Metal Mining and Refining,Sudbury District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,01/01/2023,12/31/2023,120, µg/m³,24 hr avg,2,144,160,Additional Monitoring Underway,Assessment Underway,
VALE CANADA LIMITED,Vale - Copper Cliff Copper Refinery,"487 POWER ST, COPPER CLIFF, GREATER SUDBURY, ON P0M 1N0",GREATER SUDBURY,Metal Mining and Refining,Sudbury District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,01/01/2023,12/31/2023,120, µg/m³,24 hr avg,2,144,160,Additional Monitoring Underway,Assessment Underway,
VALE CANADA LIMITED,Vale-Main Tailings Sudbury,"337 POWER ST, COPPER CLIFF, GREATER SUDBURY, ON ",GREATER SUDBURY,Metal Mining and Refining,Sudbury District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,01/01/2023,12/31/2023,120, µg/m³,24 hr avg,2,144,160,Additional Monitoring Underway,Assessment Underway,
ONTARIO POWER GENERATION INC.,Western Waste Management Facility - Bruce Power Site,"177 TIE RD, TIVERTON, KINCARDINE, ON N0G 2T0",KINCARDINE,Miscellaneous Industrial,Owen Sound District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,07/09/2023,07/09/2023,25,ppm,4 hr avg,1,36.43,36.43,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
"Ces données sont fournies à titre d’information seulement. Les installations responsables des rejets ont fourni la plupart des données de ce sommaire. Ces installations sont responsables de l’exactitude des données fournies. Certaines données sont aussi dérivées des données du ministère sur les rejets. Les mesures prises par les installations et par le ministère étaient à jour en Septembre 2024. Pour obtenir des données actualisées, veuillez contacter le bureau de district ou de secteur concerné",,,,,,,,,,,,,,,,,,
