Propriétaire de l’installation,Nom du site,Adresse du site,Municipalité du site,Secteur,District,Contaminant,Type de dépassement,Date du début du dépassement,Date de la fin du dépassement,Limite du contaminant,Unité du contaminant,Fréquence de la limite,Nombre de dépassements,Minimum de la quantité,Maximum de la quantité,Mesure prise par l’installation,Mesure prise par le ministère,Modélisation de la dispersion atmosphérique
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,05/26/2023,05/26/2023,20, %,6 min avg,5,32,50,Equipment Modified - Repaired - Replaced or Re-calibrated,Other Action Taken,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,10/02/2023,10/02/2023,20,%,6 min avg,1,71.4,71.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,01/01/2023,01/01/2023,20, %,6 min avg,31,22,88.925,Conducting Study,Assessment Underway,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,01/02/2023,01/12/2023,20, %,6 min avg,5,27,84,Conducting Study,Assessment Underway,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,CARBON MONOXIDE,Approval/Permit Non-Compliance,01/13/2023,01/15/2023,500, ppm,rolling avg,2,536,699,Operational Process Modified,Assessment Underway,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,01/15/2023,01/15/2023,20,%,6 min avg,1,44,44,None Required,Assessment Complete - No action required,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,01/23/2023,01/23/2023,20,%,10 min avg,1,90,90,Ceased Operations,Other Action Taken,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,02/26/2023,02/26/2023,20,%,6 min avg,1,78,78,Conducting Study,Assessment Underway,
AV TERRACE BAY,AV Terrace Bay,"21 MILL RD, TERRACE BAY, ON P0T 2W0",TERRACE BAY,pulp and paper,Thunder Bay District Office,OPACITY,Approval/Permit Non-Compliance,02/26/2023,02/26/2023,20, %,6 min avg,15,24,70,Conducting Study,Assessment Underway,
BFG CANADA LTD.,"BFG - 120 Armstrong Ave, Georgetown","120 ARMSTRONG AVE, HALTON HILLS, ON L7G 4S3",HALTON HILLS,Miscellaneous Industrial,Halton-Peel District Office,AMMONIA,Legislation Non-Compliance,01/01/2023,12/31/2023,100,µg/m³,24 hr,1,237,237,Other,Other Action Taken, Based on Air Dispersion Modeling  
BIRLA CARBON CANADA,Birla Carbon - Hamilton Plant,"755 PARKDALE AVE N, HAMILTON, ON L8H 3L5",HAMILTON,Organic Chemicals Manufacturing,Hamilton District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,07/01/2023,07/01/2023,10,µg/m³,/annum,1,99.7,99.7,Other,Other Action Taken, Based on Air Dispersion Modeling  
CABOT CANADA LTD.,Cabot Canada,"800 TASHMOO AVE, SARNIA, ON N7T 7H5",SARNIA,Inorganic Chemicals,Sarnia District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,07/01/2023,07/01/2023,100,µg/m³,1 hr avg,2,526,526,Action Plan Submitted - Implementing Improvements ,Other Action Taken, Based on Air Dispersion Modeling  
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,01/02/2023,01/02/2023,20,%,6 min avg,1,73.63,73.63,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,01/03/2023,01/03/2023,20,%,6 min avg,1,54.67,54.67,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,01/25/2023,01/25/2023,20,%,6 min avg,1,72.12,72.12,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,02/28/2023,02/28/2023,20,%,6 min avg,1,28.28,28.28,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,03/03/2023,03/03/2023,20,%,6 min avg,1,100,100,None Required,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,03/04/2023,03/04/2023,20,%,6 min avg,1,81,81,Other,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,03/25/2023,05/25/2023,20,%,6 min avg,1,73,73,Other,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,04/03/2023,04/03/2023,20,%,6 min avg,1,63.27,63.27,Other,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,04/06/2023,04/06/2023,20,%,6 min avg,1,94.55,94.55,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,05/13/2023,05/13/2023,20,%,6 min avg,1,95.71,95.71,None Required,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,07/04/2023,07/04/2023,20,%,6 min avg,1,93.24,93.24,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,07/05/2023,07/05/2023,20,%,6 min avg,1,78.82,78.82,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,10/23/2023,10/23/2023,20,%,6 min avg,1,22.1,22.1,None Required,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,10/27/2023,10/27/2023,20,%,6 min avg,1,84.51,84.51,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,11/08/2023,11/08/2023,20,%,6 min avg,1,67.86,67.86,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,11/19/2023,11/19/2023,20,%,6 min avg,1,26.88,26.88,None Required,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,12/18/2023,12/18/2023,20,%,6 min avg,1,79.38,79.38,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
CARMEUSE LIME,Carmeuse Lime Canada Ltd. Dundas Operation,"600 HIGHWAY 5 W, HAMILTON, ON L9H 5E2",HAMILTON,Industrial Minerals,Hamilton District Office,OPACITY,Legislation Non-Compliance,12/19/2023,12/19/2023,20,%,6 min avg,1,33.43,33.43,None Required,Assessment Complete - No action required,
IAMGOLD CORPORATION,Cote Gold Project,"3 MESOMIKENDA LAKE RD, GOGAMA, GREATER SUDBURY, ON P0M 1W0",GREATER SUDBURY,Metal Mining and Refining,Timmins District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,05/18/2023,05/19/2023,120,µg/m³,24 hr avg,1,139,139,None Required,Assessment Complete - No action required,
IAMGOLD CORPORATION,Cote Gold Project,"3 MESOMIKENDA LAKE RD, GOGAMA, GREATER SUDBURY, ON P0M 1W0",GREATER SUDBURY,Metal Mining and Refining,Timmins District Office,DUSTFALL,Legislation Non-Compliance,06/01/2023,07/01/2023,7,g/m²,/30 days,1,9.3,9.3,None Required,Assessment Complete - No action required,
IAMGOLD CORPORATION,Cote Gold Project,"3 MESOMIKENDA LAKE RD, GOGAMA, GREATER SUDBURY, ON P0M 1W0",GREATER SUDBURY,Metal Mining and Refining,Timmins District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,06/04/2023,06/05/2023,120,µg/m³,24 hr avg,1,125,125,Conducting Study,Assessment Underway,
IAMGOLD CORPORATION,Cote Gold Project,"3 MESOMIKENDA LAKE RD, GOGAMA, GREATER SUDBURY, ON P0M 1W0",GREATER SUDBURY,Metal Mining and Refining,Timmins District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,06/26/2023,06/28/2023,120,µg/m³,24 hr avg,5,243,318.9,Conducting Study,Assessment Underway,
IAMGOLD CORPORATION,Cote Gold Project,"3 MESOMIKENDA LAKE RD, GOGAMA, GREATER SUDBURY, ON P0M 1W0",GREATER SUDBURY,Metal Mining and Refining,Timmins District Office,SUSPENDED PARTICULATE MATTER,Legislation Non-Compliance,06/26/2023,06/28/2023,120, µg/m³,24 hr avg,5,225.9,297,Conducting Study,Assessment Underway,
DOMTAR INC.,Domtar Espanola,"1 STATION RD, ESPANOLA, ON P5E 1R6",ESPANOLA,Pulp and Paper,Sudbury District Office,TOTAL REDUCED SULPHUR,Legislation Non-Compliance,01/01/2023,12/31/2023,27, ppb,10 min avg,12,27.8,50,None Required,Assessment Complete - No action required,
DOMTAR INC.,Domtar Espanola,"1 STATION RD, ESPANOLA, ON P5E 1R6",ESPANOLA,Pulp and Paper,Sudbury District Office,DUSTFALL,Legislation Non-Compliance,04/01/2023,06/30/2023,7, g/m²,/30 days,5,7.5,11,Action Plan Submitted - Implementing Improvements ,Assessment Complete - Incident Resolved,
DOMTAR INC.,Domtar Espanola,"1 STATION RD, ESPANOLA, ON P5E 1R6",ESPANOLA,Pulp and Paper,Sudbury District Office,TOTAL REDUCED SULPHUR,Legislation Non-Compliance,01/01/2023,12/31/2023,27, ppb,10 min avg,34,27.5,79,Ceased Operations,Other Action Taken,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,10/09/2023,10/09/2023,20,%,6 min avg,1,23.2,23.2,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,10/09/2023,10/09/2023,20,%,6 min avg,1,58.9,58.9,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,10/09/2023,10/09/2023,20,%,6 min avg,1,61.7,61.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,11/16/2023,11/16/2023,20,%,6 min avg,1,24.59,24.59,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,11/16/2023,11/02/2023,20,%,6 min avg,1,23.42,23.42,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,11/17/2023,11/17/2023,20,%,6 min avg,1,40.46,40.46,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,11/17/2023,11/17/2023,20,%,6 min avg,1,48.31,48.31,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DRYDEN FIBRE CANADA ULC,Dryden Fibre Canada - Dryden Mill,"1 DUKE ST, DRYDEN, ON P8N 2Z7",DRYDEN,Pulp and Paper,Kenora Area Office,OPACITY,Legislation Non-Compliance,11/17/2023,11/17/2023,20,%,6 min avg,1,34.07,34.07,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
DURHAM REGION,Duffin Creek (York-Durham) Water Pollution Control Plant,"901 MCKAY RD, PICKERING, ON L1W 3A3",KING CITY,Municipal Sewage,York Durham District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,07/01/2023,12/31/2023,100,µg/m³,/hr,1,157,157,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
PEEL REGION,G.E. Booth Wastewater Treatment Plant,"1300 LAKESHORE RD E, MISSISSAUGA, ON L5E 3B8",MISSISSAUGA,Municipal Sewage,Halton-Peel District Office,SUSPENDED PARTICULATE MATTER,Approval/Permit Non-Compliance,05/24/2023,12/14/2023,20,mg/m³,Any,3,21.6,32.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
GERDAU AMERISTEEL CORPORATION,Gerdau Ameristeel Corporation - Whitby Mill,"1 GERDAU CRT, WHITBY, ON ",WHITBY,Iron and Steel,York Durham District Office,SULPHUR DIOXIDE,Legislation Non-Compliance,07/01/2023,12/31/2023,100,µg/m³,1 hr avg,1,215,215,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
GERDAU AMERISTEEL CORPORATION,Gerdau Ameristeel Corporation - Whitby Mill,"1 GERDAU CRT, WHITBY, ON ",WHITBY,Iron and Steel,York Durham District Office,MANGANESE,Legislation Non-Compliance,01/01/2023,12/31/2023,0.4,µg/m³,24 hr avg,1,1.49,1.49,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
GERDAU AMERISTEEL CORPORATION,Gerdau Ameristeel Corporation - Whitby Mill,"1 GERDAU CRT, WHITBY, ON ",WHITBY,Iron and Steel,York Durham District Office,DIOXIN AND FURAN,Legislation Non-Compliance,01/01/2023,12/31/2023,0.1,pg TEQ/R.m³,24 hr avg,1,0.454,0.454,Action Plan Submitted - Implementing Improvements ,Voluntary Compliance Underway, Based on Air Dispersion Modeling  
GLENCORE CANADA CORPORATION,Glencore Smelter,"2 Long Year Drive, Falconbridge, Ontario, P0M 1S0",GREATER SUDBURY,Industrial Minerals,Sudbury District Office,OPACITY,Legislation Non-Compliance,02/02/2023,02/02/2023,20,%,6 min avg,1,49,49,Ceased Operations,Assessment Complete - No action required,
GLENCORE CANADA CORPORATION,Glencore Smelter,"2 Long Year Drive, Falconbridge, Ontario, P0M 1S0",GREATER SUDBURY,Industrial Minerals,Sudbury District Office,COBALT,Policy/Guidance/ Non-Conf.,03/25/2023,03/25/2023,0.1,µg/m³,24 hr,1,0.1523,0.1523,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - No action required,
GLENCORE CANADA CORPORATION,Glencore Smelter,"2 Long Year Drive, Falconbridge, Ontario, P0M 1S0",GREATER SUDBURY,Industrial Minerals,Sudbury District Office,CADMIUM,Site-Specific Standard,09/27/2023,09/27/2023,0.061,µg/m³,24 hr,1,0.0994,0.0994,Action Plan Submitted - Implementing Improvements ,Assessment Underway,
GLENCORE CANADA CORPORATION,Glencore Smelter,"2 Long Year Drive, Falconbridge, Ontario, P0M 1S0",GREATER SUDBURY,Industrial Minerals,Sudbury District Office,COBALT,Policy/Guidance/ Non-Conf.,09/27/2023,09/27/2023,0.1,µg/m³,24 hr,1,0.1064,0.1064,Action Plan Submitted - Implementing Improvements ,Assessment Underway,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Approval/Permit Non-Compliance,12/19/2023,12/25/2023,20,%,6 min avg,1,59.4,59.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,12/18/2023,12/18/2023,20,%,6 min avg,1,89.5,89.5,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,12/12/2023,12/12/2023,20,%,6 min avg,1,81.7,81.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,11/30/2023,11/30/2023,20,%,6 min avg,1,50.3,50.3,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,11/07/2023,12/05/2023,20,%,6 min avg,1,25,25,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,10/04/2023,10/04/2023,20,%,6 min avg,1,47.7,47.7,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,09/22/2023,09/22/2023,20,%,6 min avg,1,25.9,25.9,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,09/21/2023,09/21/2023,20,%,6 min avg,1,26.6,26.6,Equipment Modified - Repaired - Replaced or Re-calibrated,Voluntary Compliance Underway,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,08/07/2023,08/07/2023,20,%,6 min avg,1,30.8,30.8,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,08/03/2023,08/03/2023,20,%,6 min avg,1,31.6,31.6,None Required,Assessment Complete - No action required,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,07/16/2023,07/16/2023,20,%,6 min avg,1,50,50,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,06/30/2023,06/30/2023,20,%,6 min avg,1,72,72,Operational Process Modified,Voluntary Compliance Underway,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,06/18/2023,06/18/2023,20,%,6 min avg,1,90,90,None Required,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,05/29/2023,05/29/2023,20,%,6 min avg,1,32,32,None Required,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,04/25/2023,04/25/2023,20,%,6 min avg,1,24.6,24.6,None Required,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,04/21/2023,04/21/2023,20,%,6 min avg,1,22.4,22.4,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,04/12/2023,04/12/2023,20,%,6 min avg,1,29.9,29.9,Equipment Modified - Repaired - Replaced or Re-calibrated,Assessment Complete - Incident Resolved,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,04/05/2023,04/05/2023,20,%,6 min avg,1,31.3,31.3,None Required,Assessment Complete - No action required,
HEIDELBERG MATERIALS CANADA LIMITED,HEIDELBERG MATERIALS CANADA LIMITED (PICTON FACILITY),"1370 HWY 49, PRINCE EDWARD COUNTY, ON K0K 2T0",PRINCE EDWARD COUNTY,Industrial Minerals,Belleville Area Office,OPACITY,Legislation Non-Compliance,04/01/2023,04/01/2023,20,%,6 min avg,1,86.9,86.9,None Required,Assessment Complete - No action required,
